store_num,lon,lat,geolocation,description,address,locdate
727,-121.7400551,38.5436876,"38.5436876,-121.7400551",Starbucks - CA - Davis [W]  00727,"3rd & F Street - Davis_208 F. Street_Davis, California 95616_(530) 753-6309",2021-11-18
728,-121.7606075,38.54635017,"38.54635017,-121.7606075",Starbucks - CA - Davis [W]  00728,"Russell & Anderson - Davis_825 Russell Boulevard_Davis, California 95616_530-753-2686",2021-11-18
729,-117.2482021,32.98099592,"32.98099592,-117.2482021",Starbucks - CA - Del Mar  00729,"Albertsons-Del Mar #6702_2707 Via De La Valle_Del Mar, California 92014",2021-11-18
730,-117.2316208,32.93783951,"32.93783951,-117.2316208",Starbucks - CA - Del Mar  00730,"Vons-Del Mar #2119_3850 Valley Center Dr._Del Mar, California 92130",2021-11-18
731,-117.2649804,32.95894825,"32.95894825,-117.2649804",Starbucks - CA - Del Mar [W]  00731,"Del Mar_1435 Camino Del Mar_Del Mar, California 92014_(858) 793-4453",2021-11-18
732,-121.828173,36.58212,"36.58212,-121.828173",Starbucks - CA - Del Rey Oaks [W]  00732,"Canyon Del Rey & Hwy 68 - Del Rey O_441 Canyon Del Rey_Del Rey Oaks, California 93940_831-392-1109",2021-11-18
733,-116.501335,33.945509,"33.945509,-116.501335",Starbucks - CA - Desert Hot Springs [WD]  00733,"Palm Dr. & Two Bunch Palms_14207 Palm Drive_Desert Hot Springs, California 922406872_760-251-2217",2021-11-18
734,-117.80995,34.021236,"34.021236,-117.80995",Starbucks - CA - Diamond Bar  00734,"Vons-Diamond Bar #2062_240 S Diamond Bar Blvd_Diamond Bar, California 91765_403-851-1290",2021-11-18
735,-117.82109,34.00547,"34.00547,-117.82109",Starbucks - CA - Diamond Bar  00735,"Target Diamond Bar T-2179_747 Grand Ave_Diamond Bar, California 91765",2021-11-18
736,-117.8111435,34.00107051,"34.00107051,-117.8111435",Starbucks - CA - Diamond Bar [W]  00736,"Diamond Bar & Grand_1194 Grand Avenue_Diamond Bar, California 91765_909-860-7030",2021-11-18
737,-121.83913,38.458028,"38.458028,-121.83913",Starbucks - CA - Dixon  00737,"Safeway - Dixon #1258_1235 Stratford Ave._Dixon, California 95620",2021-11-18
738,-121.8428294,38.45680297,"38.45680297,-121.8428294",Starbucks - CA - Dixon [WD]  00738,"I-80 & Pitt School - Dixon_1450 Ary Lane_Dixon, California 95620_707-693-1542",2021-11-18
739,-118.1102,33.960999,"33.960999,-118.1102",Starbucks - CA - Downey [D]  00739,"Lakewood & Telegraph, Downey_8801 Lakewood Blvd._Downey, California 90240_562-862-6326",2021-11-18
740,-118.12954,33.92753,"33.92753,-118.12954",Starbucks - CA - Downey [W]  00740,"Lakewood & Stewart and Gray, Downey_12016 Lakewood Blvd._Downey, California 90242_562-803-0950",2021-11-18
741,-118.1239143,33.93547046,"33.93547046,-118.1239143",Starbucks - CA - Downey [W]  00741,"Firestone & Lakewood, Downey_9001 East Firestone Blvd._Downey, California 902415317_562-861-6588",2021-11-18
742,-117.9810541,34.1395326,"34.1395326,-117.9810541",Starbucks - CA - Duarte [W]  00742,"Huntington & Buena Vista - Duarte_1155 Huntington Drive_Duarte, California 91010_(626) 930-0651",2021-11-18
743,-121.9277906,37.70456997,"37.70456997,-121.9277906",Starbucks - CA - Dublin  00743,"Safeway-Dublin #1953_7499 Dublin Blvd_Dublin, California 94568",2021-11-18
744,-121.8716483,37.71973102,"37.71973102,-121.8716483",Starbucks - CA - Dublin  00744,"Safeway-Dublin #1932_4440 Tassahara_Dublin, California 94568",2021-11-18
745,-121.926868,37.71009595,"37.71009595,-121.926868",Starbucks - CA - Dublin [W]  00745,"Amador Valley & Village Pkwy - Dubl_7197 Village Parkway_Dublin, California 94568_925-875-9807",2021-11-18
746,-121.8856956,37.70621641,"37.70621641,-121.8856956",Starbucks - CA - Dublin [W]  00746,"Hacienda @ 580 FWY - Dublin_4930 Dublin Blvd_Dublin, California 94568_925-875-1990",2021-11-18
747,-121.9337528,37.70272277,"37.70272277,-121.9337528",Starbucks - CA - Dublin [W]  00747,"Dublin (B&N)_7904 Dublin Blvd._Dublin, California 94568_(925) 803-7520",2021-11-18
748,-116.9216705,32.80775773,"32.80775773,-116.9216705",Starbucks - CA - El Cajon  00748,"Albertsons-El Cajon #6771_1608 Broadway Street_El Cajon, California 92021_619-579-3127",2021-11-18
749,-117.0024246,32.79876305,"32.79876305,-117.0024246",Starbucks - CA - El Cajon  00749,"Vons-El Cajon #2064_2800 Fletcher Pkwy_El Cajon, California 92020_619-463-2633",2021-11-18
750,-116.9674461,32.80726608,"32.80726608,-116.9674461",Starbucks - CA - El Cajon  00750,"Parkway Plaza - El Cajon_415 Parkway Plaza_El Cajon, California 920202571_(619) 444-4920",2021-11-18
751,-116.9040993,32.82888889,"32.82888889,-116.9040993",Starbucks - CA - El Cajon  00751,"Vons - El Cajon #2333_13439 Camino Canada_El Cajon, California 92021",2021-11-18
752,-116.957997,32.779044,"32.779044,-116.957997",Starbucks - CA - El Cajon  00752,"Vons - El Cajon #3044_1201 Avocado Ave._El Cajon, California 92020",2021-11-18
753,-116.9623177,32.82041817,"32.82041817,-116.9623177",Starbucks - CA - El Cajon [WD]  00753,"Bradley & Magnolia, El Cajon_1591 N. Magnolia Ave_El Cajon, California 920201225_619-258-8429",2021-11-18
754,-116.9571131,32.78045815,"32.78045815,-116.9571131",Starbucks - CA - El Cajon [WD]  00754,"Chase & Avocado, El Cajon_450 E. Chase Avenue_El Cajon, California 920206409_619-444-5107",2021-11-18
755,-116.9509113,32.80769011,"32.80769011,-116.9509113",Starbucks - CA - El Cajon [W]  00755,"Broadway & Mollison, El Cajon_903 Broadway_El Cajon, California 92021_619-590-0497",2021-11-18
756,-117.0023106,32.79961138,"32.79961138,-117.0023106",Starbucks - CA - El Cajon [W]  00756,"Fletcher Hills_2740 Fletcher Parkway_El Cajon, California 92020_(619) 469-6106",2021-11-18
757,-116.9625226,32.79497913,"32.79497913,-116.9625226",Starbucks - CA - El Cajon [W]  00757,"Main & Magnolia, El Cajon_124 W. Main Street_El Cajon, California 920203316_619-444-7415",2021-11-18
758,-116.9291913,32.74473626,"32.74473626,-116.9291913",Starbucks - CA - El Cajon [W]  00758,"Rancho San Diego_2512 Jamacha Road_El Cajon, California 92019_(619) 660-6056",2021-11-18
759,-116.9277843,32.78654043,"32.78654043,-116.9277843",Starbucks - CA - El Cajon [W]  00759,"Jamacha & Washington, El Caj_745 Jamacha Road_El Cajon, California 920193202_619-590-1352",2021-11-18
760,-115.5699563,32.80672023,"32.80672023,-115.5699563",Starbucks - CA - El Centro  00760,"Albertsons-El Centro #1691/6766_1620 North Imperial Ave_El Centro, California 92243_760-370-5707",2021-11-18
761,-115.54514,32.76677,"32.76677,-115.54514",Starbucks - CA - El Centro [D]  00761,"Dogwood & I-8, El Centro_599 E. Danenberg Drive_El Centro, California 92243_760-370-0157",2021-11-18
762,-115.569888,32.79149915,"32.79149915,-115.569888",Starbucks - CA - El Centro [D]  00762,"Imperial & Main, El Centro_202 S. Imperial Avenue_El Centro, California 92243_760-352-3502",2021-11-18
763,-122.3017721,37.8990847,"37.8990847,-122.3017721",Starbucks - CA - El Cerrito  00763,"Albertsons-El Cerrito #7006_1000 El Cerrito Plaza_El Cerrito, California 94530_510-524-7282",2021-11-18
764,-122.3209972,37.92886008,"37.92886008,-122.3209972",Starbucks - CA - El Cerrito [WD]  00764,"San Pablo & Wall - El Cerrito (UCO)_11861 San Pablo Avenue_El Cerrito, California 94530_510-412-0169",2021-11-18
765,-122.3017634,37.89908729,"37.89908729,-122.3017634",Starbucks - CA - El Cerrito [W]  00765,"San Pablo & Fairmount - El Cerrito_3090 El Cerrito Plaza_El Cerrito, California 94530_510-524-8134",2021-11-18
766,-121.085895,38.712068,"38.712068,-121.085895",Starbucks - CA - El Dorado Hills  00766,"Green Valley & Francisco - El Dorad_2215 Francisco Dr_El Dorado Hills, California 95762_916-941-7524",2021-11-18
767,-121.08512,38.70966,"38.70966,-121.08512",Starbucks - CA - El Dorado Hills  00767,"Safeway-El Dorado Hills #2683_765 Green Valley Dr_El Dorado Hills, California 95762",2021-11-18
768,-121.0690919,38.64977631,"38.64977631,-121.0690919",Starbucks - CA - El Dorado Hills [W]  00768,"Latrobe & Town Center - El Dorado H_4311 Town Center Blvd._El Dorado Hills, California 95762_916-933-0846",2021-11-18
769,-118.0254503,34.07146635,"34.07146635,-118.0254503",Starbucks - CA - El Monte  00769,"Peck Road & The 10 Fwy, El Monte_3534 Peck Road_El Monte, California 91731_626-452-0499",2021-11-18
770,-118.0685488,34.07163028,"34.07163028,-118.0685488",Starbucks - CA - El Monte [WD]  00770,"Flair & Aerojet, El Monte_9208 Flair Drive_El Monte, California 91731_626-280-0683",2021-11-18
771,-118.06649,34.0627,"34.0627,-118.06649",Starbucks - CA - El Monte [WD]  00771,"Rosemead & Garvey, El Monte_9327 Garvey Avenue_El Monte, California 917331021_(626) 444-4987",2021-11-18
772,-118.0192621,34.06283641,"34.06283641,-118.0192621",Starbucks - CA - El Monte [WD]  00772,"Valley & Garvey, El Monte_11979 E. Garvey Avenue_El Monte, California 917323513_626-258-2931",2021-11-18
773,-118.3843084,33.90181812,"33.90181812,-118.3843084",Starbucks - CA - El Segundo [W]  00773,"Rosecrans & Douglas - El Segundo_2231 Rosecrans Avenue_El Segundo, California 90245_(310) 725-9110",2021-11-18
774,-118.413478,33.9194,"33.9194,-118.413478",Starbucks - CA - El Segundo [W]  00774,"Grand & Eucalyptus, El Segundo_310 E. Grand Avenue_El Segundo, California 902453811_3103350019",2021-11-18
775,-118.3962886,33.92258531,"33.92258531,-118.3962886",Starbucks - CA - El Segundo [W]  00775,"Sepulveda & Mariposa - El Segundo_530 N Sepulveda Blvd_El Segundo, California 90254_(310) 647-5684",2021-11-18
776,-122.2951928,37.97812965,"37.97812965,-122.2951928",Starbucks - CA - El Sobrante [W]  00776,"Appian & Valley View - El Sobrante_454 Appian Way_El Sobrante, California 94803_510-223-3019",2021-11-18
777,-121.449752,38.40863648,"38.40863648,-121.449752",Starbucks - CA - Elk Grove  00777,"Elk Grove & Franklin - Elk Grove_4720 Elk Grove Blvd._Elk Grove, California 95758_916-691-1980",2021-11-18
778,-121.4471428,38.42324284,"38.42324284,-121.4471428",Starbucks - CA - Elk Grove  00778,"Safeway-Elk Grove #1647_5021 Laguna Blvd_Elk Grove, California 95758",2021-11-18
779,-121.371751,38.453401,"38.453401,-121.371751",Starbucks - CA - Elk Grove  00779,"Safeway - Elk Grove #1289_8377 Elk Grove-Florin Rd_Elk Grove, California 95829",2021-11-18
780,-121.4179779,38.42349214,"38.42349214,-121.4179779",Starbucks - CA - Elk Grove  00780,"Target Elk Grove T-1025_7505 Laguna Blvd._Elk Grove, California 95758",2021-11-18
781,-121.4817992,38.42544557,"38.42544557,-121.4817992",Starbucks - CA - Elk Grove [D]  00781,"Longport & Klagge - Elk Grove_2300 Longport Court_Elk Grove, California 95758_916-683-3810",2021-11-18
782,-121.3728577,38.4235058,"38.4235058,-121.3728577",Starbucks - CA - Elk Grove [WD]  00782,"Elk Grove Florin & Bond - Elk Grove_8868 Bond Road_Elk Grove, California 95758_916-686-2140",2021-11-18
783,-121.3957382,38.40896225,"38.40896225,-121.3957382",Starbucks - CA - Elk Grove [WD]  00783,"Elk Grove & Auto Center - Elk Grove_8450 Elk Grove Boulevard_Elk Grove, California 95758_916-683-4668",2021-11-18
784,-121.4176228,38.3918991,"38.3918991,-121.4176228",Starbucks - CA - Elk Grove [W]  00784,"Bruceville & Poppy Ridge -Elk Grove_10064 Bruceville Road_Elk Grove, California 95758_916-687-3750",2021-11-18
785,-121.4178686,38.42349555,"38.42349555,-121.4178686",Starbucks - CA - Elk Grove [W]  00785,"Laguna & Bruceville - Elk Grove_7701 Laguna Blvd._Elk Grove, California 95758_916-691-0930",2021-11-18
786,-121.3536102,38.40906336,"38.40906336,-121.3536102",Starbucks - CA - Elk Grove [W]  00786,"Elk Grove & Waterman - Elk Grove_9289 Elk Grove Blvd._Elk Grove, California 95624_916-714-5901",2021-11-18
787,-121.3911959,38.42519849,"38.42519849,-121.3911959",Starbucks - CA - Elk Grove [W]  00787,"Hwy. 99 & Bond - Elk Grove_9160 East Stockton Blvd_Elk Grove, California 95624_916-714-1022",2021-11-18
788,-121.4461047,38.42303793,"38.42303793,-121.4461047",Starbucks - CA - Elk Grove [W]  00788,"Laguna & Franklin - Elk Grove_5060 Laguna Blvd_Elk Grove, California 95758_916-684-8359",2021-11-18
789,-122.3022279,37.8371887,"37.8371887,-122.3022279",Starbucks - CA - Emeryville  00789,"2200 Powell - Emeryville_2200 Powell Street_Emeryville, California 94608_510-420-1139",2021-11-18
790,-122.2807977,37.8302648,"37.8302648,-122.2807977",Starbucks - CA - Emeryville [W]  00790,"Emeryville_3839 Emery Street_Emeryville, California 94608_(510) 547-8849",2021-11-18
791,-122.2944278,37.83774195,"37.83774195,-122.2944278",Starbucks - CA - Emeryville [W]  00791,"Christie & Shellmound - Emeryville_5765 Christie Avenue_Emeryville, California 94608_510-594-9341",2021-11-18
792,-122.2922968,37.84672364,"37.84672364,-122.2922968",Starbucks - CA - Emeryville [W]  00792,"Hollis & 65th - Emeryville_1405 65th St_Emeryville, California 94608_510-594-9613",2021-11-18
793,-117.2609216,33.0518248,"33.0518248,-117.2609216",Starbucks - CA - Encinitas  00793,"Vons-Encinitas #2144_262 N. El Camino Real_Encinitas, California 92024",2021-11-18
794,-117.2608516,33.05162349,"33.05162349,-117.2608516",Starbucks - CA - Encinitas [W]  00794,"Encinitas_258 N. El Camino Real_Encinitas, California 92024_(760) 634-2885",2021-11-18
795,-117.262413,33.069114,"33.069114,-117.262413",Starbucks - CA - Encinitas [W]  00795,"Encinitas Town Center (B&N)_1040 El Camino Real_Encinitas, California 92024_(760) 632-8049",2021-11-18
796,-117.2930901,33.0400873,"33.0400873,-117.2930901",Starbucks - CA - Encinitas [W]  00796,"Encinitas II - Lumberyard_947 First Street_Encinitas, California 92024_(760) 944-0202",2021-11-18
797,-117.2632831,33.06765394,"33.06765394,-117.2632831",Starbucks - CA - Encinitas [W]  00797,"Leucadia Blvd. & Calle Barcelona, E_1560 Leucadia Blvd._Encinitas, California 92024_760-436-2148",2021-11-18
798,-118.5098675,34.16086426,"34.16086426,-118.5098675",Starbucks - CA - Encino [W]  00798,"Encino_17308 Ventura Blvd._Encino, California 91316_(818) 986-9621",2021-11-18
799,-118.4915565,34.157381,"34.157381,-118.4915565",Starbucks - CA - Encino [W]  00799,"Encino Market Place (B&N)_16461A Ventura Blvd_Encino, California 91436_(818) 906-3961",2021-11-18
800,-117.0611743,33.13310644,"33.13310644,-117.0611743",Starbucks - CA - Escondido  00800,"Albertsons-Escondido #6713_1509 E Valley Parkway_Escondido, California 92027_760-735-5131",2021-11-18
801,-117.0676119,33.06889021,"33.06889021,-117.0676119",Starbucks - CA - Escondido  00801,"North County Fair Mall - Escondido_200 East Via Rancho Parkway_Escondido, California 92025_(760) 432-6211",2021-11-18
802,-117.1068718,33.14721882,"33.14721882,-117.1068718",Starbucks - CA - Escondido  00802,"Vons-Escondido #2345_1000 W El Norte Pkwy_Escondido, California 92026",2021-11-18
803,-117.07369,33.10424,"33.10424,-117.07369",Starbucks - CA - Escondido  00803,"Vons-Escondido #2344_351 W Felicita Ave_Escondido, California 92025",2021-11-18
804,-117.093445,33.127787,"33.127787,-117.093445",Starbucks - CA - Escondido [WD]  00804,"Mission & Quince, Escondido_603 W. Mission Ave._Escondido, California 920251610_760-747-1396",2021-11-18
805,-117.0872574,33.14060211,"33.14060211,-117.0872574",Starbucks - CA - Escondido [W]  00805,"El Norte & Centre City, Escondido_306 El Norte Parkway_Escondido, California 92026_760-741-9314",2021-11-18
806,-117.09745,33.108541,"33.108541,-117.09745",Starbucks - CA - Escondido [W]  00806,"Escondido Promenade_1282-C Auto Parkway_Escondido, California 92029_(760) 489-0993",2021-11-18
807,-117.0745512,33.10174663,"33.10174663,-117.0745512",Starbucks - CA - Escondido [W]  00807,"Felicita & Centre City Parkway_1831 S Centre City Parkway_Escondido, California 92025_760-839-1615",2021-11-18
808,-117.0710953,33.07075826,"33.07075826,-117.0710953",Starbucks - CA - Escondido [W]  00808,"Del Lago & Via Rancho Pkwy, Escondi_3440 Del Lago Blvd._Escondido, California 920297430_760-489-6550",2021-11-18
809,-117.0850698,33.12113091,"33.12113091,-117.0850698",Starbucks - CA - Escondido [W]  00809,"Escondido, & Valley Pkwy, Escondido_320 W. Valley Parkway_Escondido, California 92025_760-233-0128",2021-11-18
810,-117.061615,33.13289591,"33.13289591,-117.061615",Starbucks - CA - Escondido [W]  00810,"Valley Parkway & Harding, Escondido_1485 E. Valley Parkway_Escondido, California 92027_760-747-6559",2021-11-18
811,-117.0963123,33.11722746,"33.11722746,-117.0963123",Starbucks - CA - Escondido [W]  00811,"Valley & I-15, Escondido_1020 West Valley Parkway_Escondido, California 920252558_760-738-8953",2021-11-18
812,-124.1475128,40.79905584,"40.79905584,-124.1475128",Starbucks - CA - Eureka  00812,"Myrtle & West - Eureka_1117 Myrtle Avenue_Eureka, California 95501_707-445-2672",2021-11-18
813,-124.14434,40.80484,"40.80484,-124.14434",Starbucks - CA - Eureka  00813,"Target Eureka T-1421_2525 4th St_Eureka, California 95501",2021-11-18
814,-124.1678258,40.80166497,"40.80166497,-124.1678258",Starbucks - CA - Eureka [D]  00814,"5th & E Street - Eureka_326 5th Street_Eureka, California 95501_707-445-2685",2021-11-18
815,-119.154104,36.2973,"36.2973,-119.154104",Starbucks - CA - Exeter [D]  00815,"Visalia & Belmont, Exeter_1102 Visalia Road_Exeter, California 932212203_559-592-1231",2021-11-18
816,-121.3087359,38.6652945,"38.6652945,-121.3087359",Starbucks - CA - Fair Oaks  00816,"Safeway-Fair Oaks #1895_5450 Dewey Drive_Fair Oaks, California 95628",2021-11-18
817,-121.308408,38.66361768,"38.66361768,-121.308408",Starbucks - CA - Fair Oaks [WD]  00817,"Madison & Dewey - Fair Oaks_6711 Madison Avenue_Fair Oaks, California 95628_916-965-6985",2021-11-18
818,-121.2723125,38.66315951,"38.66315951,-121.2723125",Starbucks - CA - Fair Oaks [W]  00818,"Sunrise & Madison - Fair Oaks_5353 Sunrise Boulevard_Fair Oaks, California 95628_916-966-1639",2021-11-18
819,-121.3085856,38.6634401,"38.6634401,-121.3085856",Starbucks - CA - Fair Oaks [W]  00819,"Madison & Kenneth - Fair Oaks_85256 Madison Ave_Fair Oaks, California 95628_916-962-0355",2021-11-18
820,-122.0525435,38.27330311,"38.27330311,-122.0525435",Starbucks - CA - Fairfield  00820,"Safeway - Fairfield #1127_2401 Waterman Blvd_Fairfield, California 94533_707-427-5640",2021-11-18
821,-122.0341976,38.2583245,"38.2583245,-122.0341976",Starbucks - CA - Fairfield [WD]  00821,"N. Texas & Travis - Fairfield_1600 N. Texas Street_Fairfield, California 94533_707-429-3682",2021-11-18
822,-122.1299842,38.22028377,"38.22028377,-122.1299842",Starbucks - CA - Fairfield [WD]  00822,"Pittman & Central - Fairfield_4470 Central Way_Fairfield, California 94534_707-863-7344",2021-11-18
823,-122.0562045,38.25828694,"38.25828694,-122.0562045",Starbucks - CA - Fairfield [WD]  00823,"Solano Mall - Fairfield_1450 Travis Boulevard_Fairfield, California 94533_707-422-0891",2021-11-18
824,-122.1429752,38.21494256,"38.21494256,-122.1429752",Starbucks - CA - Fairfield [W]  00824,"Green Valley Crossing - Fairfield_5121 Business Center Dr_Fairfield, California 94534_707-864-5092",2021-11-18
825,-122.0338561,38.29055617,"38.29055617,-122.0338561",Starbucks - CA - Fairfield [W]  00825,"N. Texas & Dickson Hill - Fairfield_3334 North Texas Street_Fairfield, California 94533_(707) 435-8281",2021-11-18
826,-122.04382,38.24934,"38.24934,-122.04382",Starbucks - CA - Fairfield [W]  00826,"Texas & Jefferson - Fairfield_700 Texas_Fairfield, California 94533_707-421-8274",2021-11-18
827,-122.0696463,38.25980324,"38.25980324,-122.0696463",Starbucks - CA - Fairfield [W]  00827,"Travis & Oliver - Fairfield_1500 Oliver Road_Fairfield, California 94533_707-399-7389",2021-11-18
828,-117.2530142,33.3719904,"33.3719904,-117.2530142",Starbucks - CA - Fallbrook  00828,"Albertsons-Fallbrook #6786_1133 S Mission Rd_Fallbrook, California 92028",2021-11-18
829,-119.211356,36.32622,"36.32622,-119.211356",Starbucks - CA - Farmersville [WD]  00829,"Noble & Farmersville, Farmersville_452 West Noble_Farmersville, California 93223_5597490883",2021-11-18
830,-118.9169129,34.39635455,"34.39635455,-118.9169129",Starbucks - CA - Filmore [WD]  00830,"Highway 126 & A Street. Fillmore_650 W. Ventura Street_Filmore, California 930151925_805-524-4150",2021-11-18
831,-121.1614191,38.64813756,"38.64813756,-121.1614191",Starbucks - CA - Folsom  00831,"Safeway-Folsom #1794_1850 Prairie City Rd._Folsom, California 95360",2021-11-18
832,-121.1548,38.6713,"38.6713,-121.1548",Starbucks - CA - Folsom [WD]  00832,"Greenback & Madison - Folsom_9475 Madison Avenue_Folsom, California 95630_916-987-0926",2021-11-18
833,-121.114635,38.645052,"38.645052,-121.114635",Starbucks - CA - Folsom [W]  00833,"Bidwell & Broadstone - Folsom2_2791 E BIDWELL_Folsom, California 95630_916-983-4015",2021-11-18
834,-121.1795784,38.65555412,"38.65555412,-121.1795784",Starbucks - CA - Folsom [W]  00834,"Blue Ravine - Folsom_195 Blue Ravine Road_Folsom, California 95630_916-985-2683",2021-11-18
835,-121.163663,38.67288719,"38.67288719,-121.163663",Starbucks - CA - Folsom [W]  00835,"E. Bidwell & Glen - Folsom_603-A East Bidwell Street_Folsom, California 95630_(916) 983-1885",2021-11-18
836,-121.123395,38.690704,"38.690704,-121.123395",Starbucks - CA - Folsom [W]  00836,"E. Natoma & Blue Ravine - Folsom_25055 Blue Ravine_Folsom, California 95630_916-817-6834",2021-11-18
837,-121.1613541,38.64808242,"38.64808242,-121.1613541",Starbucks - CA - Folsom [W]  00837,"Prairie City & Iron Point - Folsom_1860 Prarie City Rd_Folsom, California 95630_916-608-1886",2021-11-18
838,-121.1928822,38.69971523,"38.69971523,-121.1928822",Starbucks - CA - Folsom [W]  00838,"Oak & American River Canyon - Folso_9580 Oak Avenue_Folsom, California 95630_916-988-3560",2021-11-18
839,-117.4343521,34.06311645,"34.06311645,-117.4343521",Starbucks - CA - Fontana  00839,"Target-Fontana T-660_16964 Slover Ave_Fontana, California 92335",2021-11-18
840,-117.4886521,34.10968468,"34.10968468,-117.4886521",Starbucks - CA - Fontana  00840,"Vons-Fontana #1742_7930 Cherry Ave_Fontana, California 92336",2021-11-18
841,-117.435234,34.049065,"34.049065,-117.435234",Starbucks - CA - Fontana [WD]  00841,"Sierra & Jurupa, Fontana_11255 SIerra Avenue_Fontana, California 923377529_909-350-0667",2021-11-18
842,-117.4535449,34.15035845,"34.15035845,-117.4535449",Starbucks - CA - Fontana [WD]  00842,"Summit & I-15 & Target_15270 Summit Avenue_Fontana, California 923365489_909-803-2571",2021-11-18
843,-117.511514,34.121641,"34.121641,-117.511514",Starbucks - CA - Fontana [WD]  00843,"Baseline & I-15, Fontana_13518 Baseline Avenue_Fontana, California 923365467_909-899-3596",2021-11-18
844,-117.6620979,33.67807819,"33.67807819,-117.6620979",Starbucks - CA - Foothill Ranch  00844,"Target Foothill Ranch T-913_26792 Portola Pkwy_Foothill Ranch, California 926101712_714-454-2360",2021-11-18
845,-123.8060853,39.43476995,"39.43476995,-123.8060853",Starbucks - CA - Fort Bragg [WD]  00845,"Main & Walnut Street - Fort Bragg_576 South Main Street_Fort Bragg, California 95437_707-964-4256",2021-11-18
846,-122.256329,37.55423445,"37.55423445,-122.256329",Starbucks - CA - Foster City [W]  00846,"Foster City & Marlin Cove - Foster_1066 Foster City Boulevard_Foster City, California 94404_650-341-4419",2021-11-18
847,-122.2746203,37.56075728,"37.56075728,-122.2746203",Starbucks - CA - Foster City [W]  00847,"Foster City_1000 Metro Center Blvd._Foster City, California 94404_(650) 341-5752",2021-11-18
848,-117.95488,33.72959,"33.72959,-117.95488",Starbucks - CA - Fountain Valley  00848,"Albertsons-Fountain Valley #6157_16061 Brookhurst St_Fountain Valley, California 92708_714-531-0417",2021-11-18
849,-117.9546212,33.72988859,"33.72988859,-117.9546212",Starbucks - CA - Fountain Valley [W]  00849,"Brookhurst & Edinger_16051 A Brookhurst Street_Fountain Valley, California 92708_714-531-1984",2021-11-18
850,-117.954464,33.693701,"33.693701,-117.954464",Starbucks - CA - Fountain Valley [W]  00850,"Brookhurst & Ellis, Fountain Valley_18523 Brookhurst Street_Fountain Valley, California 927086707_714-378-5931",2021-11-18
851,-117.9712596,33.7157945,"33.7157945,-117.9712596",Starbucks - CA - Fountain Valley [W]  00851,"Magnolia & Warner, Fountain Valley_9025 Warner Avenue_Fountain Valley, California 92708_714-375-2868",2021-11-18
852,-117.9283523,33.70740703,"33.70740703,-117.9283523",Starbucks - CA - Fountain Valley [W]  00852,"Newhope & Southpark, Fountain Valle_17580 Newhope Street_Fountain Valley, California 92708_714-979-5374",2021-11-18
853,-119.682362,36.62807,"36.62807,-119.682362",Starbucks - CA - Fowler [WD]  00853,"Merced & 10th, Fowler_216 W. Merced Street_Fowler, California 936252515_559-834-3206",2021-11-18
854,-121.7781201,36.93848265,"36.93848265,-121.7781201",Starbucks - CA - Freedom [W]  00854,"Freedom & Airport - Watsonville_2024 Freedom Blvd_Freedom, California 95019_831-786-0714",2021-11-18
855,-121.9294968,37.49000168,"37.49000168,-121.9294968",Starbucks - CA - Fremont  00855,"Safeway-Fremont #1931_Mission Blvd. & Warm Springs Blvd._Fremont, California 94539",2021-11-18
856,-121.9895008,37.54463121,"37.54463121,-121.9895008",Starbucks - CA - Fremont  00856,"Safeway-Fremont #309_39100 Argonaut Way_Fremont, California 94538_510-794-1666",2021-11-18
857,-121.957678,37.532704,"37.532704,-121.957678",Starbucks - CA - Fremont  00857,"Safeway - Fremont #993_3902 Washington Blvd._Fremont, California 94538",2021-11-18
858,-121.9760727,37.50380034,"37.50380034,-121.9760727",Starbucks - CA - Fremont [WD]  00858,"Boscell & Auto Mall Pkwy - Fremont_5605 Automall Parkway_Fremont, California 94538_510-657-7249",2021-11-18
859,-121.9698572,37.50458239,"37.50458239,-121.9698572",Starbucks - CA - Fremont [W]  00859,"Auto Mall & I-880 - Fremont_43518 Christy Street_Fremont, California 94538_510-249-9149",2021-11-18
860,-121.9495,37.5119,"37.5119,-121.9495",Starbucks - CA - Fremont [W]  00860,"Auto Mall Pkwy & Fremont - Fremont_43941 Hugo Terrace_Fremont, California 94538_510-657-4579",2021-11-18
861,-121.9756765,37.55396125,"37.55396125,-121.9756765",Starbucks - CA - Fremont [W]  00861,"Civic Center & Stevenson - Fremont_39370 Civic Center Drive_Fremont, California 94538_510-574-0373",2021-11-18
862,-121.9185488,37.52823192,"37.52823192,-121.9185488",Starbucks - CA - Fremont [W]  00862,"Mission & Cedar - Fremont_43587 MISSION BOULEVARD_Fremont, California 945395831_510-623-9514",2021-11-18
863,-121.9989402,37.53559828,"37.53559828,-121.9989402",Starbucks - CA - Fremont [W]  00863,"Mowry & Blacow_5034 Mowry Ave_Fremont, California 945381340_510-818-9026",2021-11-18
864,-121.9533683,37.51516682,"37.51516682,-121.9533683",Starbucks - CA - Fremont [W]  00864,"Fremont & Nicolete - Fremont_35674 Fremont Boulevard_Fremont, California 94538_(510) 742-7157",2021-11-18
865,-121.9881077,37.54881333,"37.54881333,-121.9881077",Starbucks - CA - Fremont [W]  00865,"Fremont Plaza - B&N_3950 Mowry Avenue_Fremont, California 94538_(510) 744-9060",2021-11-18
